AUC,Sensitivity,specificity,PPV,NPV,F1_Score_pos,F1_Score_neg,Accuracy,KAPPA,Model
0.897027744,0.810679612,0.804232804,0.600719424,0.921212121,0.690082645,0.858757062,0.805950841,0.553344427,RF
0.902508399,0.812227074,0.825367647,0.661921708,0.912601626,0.729411765,0.866795367,0.821474774,0.59826311,RF
0.88768815,0.782407407,0.81508079,0.621323529,0.906187625,0.692622951,0.858223062,0.805950841,0.553557677,RF
0.868765492,0.731958763,0.837651123,0.601694915,0.903165736,0.660465116,0.869175627,0.811125485,0.531363414,RF
0.85560635,0.753424658,0.806859206,0.606617647,0.892215569,0.67209776,0.847393365,0.791720569,0.52208274,RF
0.874922244,0.763265306,0.8125,0.653846154,0.880903491,0.70433145,0.845320197,0.796895213,0.55105189,RF
0.914557527,0.83,0.82547993,0.62406015,0.932938856,0.712446352,0.875925926,0.826649418,0.591904435,RF
0.873123959,0.762135922,0.804232804,0.585820896,0.902970297,0.662447257,0.850746269,0.79301423,0.516848578,RF
0.888663328,0.815315315,0.796733212,0.61774744,0.914583333,0.702912621,0.851600388,0.802069858,0.558702701,RF
0.869466787,0.771573604,0.789930556,0.556776557,0.91,0.646808511,0.845724907,0.785252264,0.498263916,RF
0.887238179,0.8,0.806338028,0.598540146,0.917835671,0.684759916,0.858481724,0.80465718,0.547457226,RF
0.87756122,0.766990291,0.802469136,0.585185185,0.904572565,0.663865546,0.85046729,0.79301423,0.518207458,RF
0.876796076,0.76146789,0.809009009,0.610294118,0.896207585,0.67755102,0.850378788,0.795601552,0.530575222,RF
0.877927995,0.804020101,0.804878049,0.588235294,0.922155689,0.67940552,0.859534884,0.80465718,0.543742451,RF
0.877810044,0.754716981,0.809269162,0.599250936,0.897233202,0.668058455,0.850984067,0.794307891,0.521872411,RF
0.878674416,0.769230769,0.81884058,0.62962963,0.89860835,0.692464358,0.856872038,0.80465718,0.551415625,RF
0.895494446,0.800884956,0.817184644,0.644128114,0.908536585,0.714003945,0.860442733,0.812419146,0.57687647,RF
0.872385282,0.778801843,0.818345324,0.625925926,0.904572565,0.694045175,0.859301228,0.807244502,0.555765975,RF
0.910762335,0.781553398,0.834215168,0.631372549,0.913127413,0.698481562,0.871889401,0.820181113,0.572423426,RF
0.877782183,0.805555556,0.802513465,0.612676056,0.914110429,0.696,0.854684512,0.803363519,0.554622231,RF
0.883839066,0.755656109,0.813405797,0.618518519,0.892644135,0.680244399,0.851184834,0.796895213,0.533591081,RF
0.926490426,0.815920398,0.83041958,0.62835249,0.927734375,0.70995671,0.876383764,0.826649418,0.589292795,RF
0.867072424,0.747035573,0.809615385,0.65625,0.868041237,0.6987061,0.837810945,0.789133247,0.537558953,RF
0.926082033,0.843137255,0.820738137,0.627737226,0.935871743,0.719665272,0.874531835,0.826649418,0.598055118,RF
0.876178038,0.799065421,0.810375671,0.61732852,0.913306452,0.696537678,0.858767773,0.807244502,0.558686831,RF
0.887773466,0.790909091,0.804701627,0.617021277,0.906313646,0.693227092,0.852490421,0.800776197,0.549025253,RF
0.896973617,0.802955665,0.821052632,0.61509434,0.921259843,0.696581197,0.868274583,0.816300129,0.568146231,RF
0.891152374,0.81779661,0.800744879,0.643333333,0.909090909,0.720149254,0.851485149,0.805950841,0.574851134,RF
0.876012306,0.742358079,0.830882353,0.648854962,0.884540117,0.692464358,0.856872038,0.80465718,0.550281837,RF
0.870963388,0.736842105,0.836879433,0.62601626,0.895635674,0.676923077,0.865261228,0.809831824,0.54344341,RF
0.875941602,0.794642857,0.790528233,0.607508532,0.904166667,0.688588008,0.843537415,0.791720569,0.536275463,RF
0.874314375,0.771144279,0.797202797,0.57195572,0.908366534,0.656779661,0.849162011,0.790426908,0.510671554,RF
0.904946917,0.805555556,0.809694794,0.621428571,0.914807302,0.701612903,0.859047619,0.808538163,0.564088886,RF
0.861269552,0.72985782,0.797153025,0.574626866,0.887128713,0.643006263,0.839737582,0.778783959,0.486011253,RF
0.891498665,0.804444444,0.813868613,0.639575972,0.910204082,0.712598425,0.859344894,0.811125485,0.574656848,RF
0.934768199,0.858490566,0.830659537,0.657039711,0.939516129,0.744376278,0.881740776,0.838292367,0.629148452,RF
0.867309587,0.744075829,0.804270463,0.588014981,0.893280632,0.656903766,0.846441948,0.787839586,0.506378008,RF
0.903339354,0.80733945,0.805405405,0.61971831,0.914110429,0.701195219,0.856321839,0.805950841,0.561164475,RF
0.896716606,0.779487179,0.830449827,0.608,0.917782027,0.683146067,0.871934605,0.81759379,0.55781082,RF
0.8604986,0.766233766,0.780442804,0.597972973,0.886792453,0.671726755,0.830225711,0.776196636,0.505840314,RF
0.889924683,0.783653846,0.819469027,0.61509434,0.911417323,0.689217759,0.863000932,0.809831824,0.555066976,RF
0.894954782,0.837209302,0.795698925,0.612244898,0.926931106,0.707269155,0.856316297,0.807244502,0.568685238,RF
0.873131064,0.780701754,0.785321101,0.603389831,0.89539749,0.680688337,0.836754643,0.783958603,0.521458042,RF
0.877799586,0.791469194,0.797153025,0.59430605,0.910569106,0.678861789,0.850094877,0.795601552,0.533365936,RF
0.912681713,0.832512315,0.833333333,0.640151515,0.933202358,0.723768737,0.880444856,0.833117723,0.607114855,RF
0.873553601,0.754385965,0.796330275,0.607773852,0.885714286,0.673189824,0.838647343,0.783958603,0.514613374,RF
0.885804314,0.773148148,0.822262118,0.627819549,0.903353057,0.692946058,0.860902256,0.808538163,0.556012636,RF
0.886869725,0.8125,0.78870674,0.610738255,0.911578947,0.697318008,0.845703125,0.795601552,0.547655203,RF
0.896142852,0.783653846,0.847787611,0.654618474,0.914122137,0.713347921,0.879706152,0.830530401,0.594423996,RF
0.877293644,0.777777778,0.80148423,0.629757785,0.892561983,0.695984704,0.84457478,0.794307891,0.54314251,RF
0.88200422,0.807174888,0.794545455,0.614334471,0.910416667,0.697674419,0.848543689,0.798188875,0.550363548,RF
0.898387689,0.792035398,0.819012797,0.643884892,0.905050505,0.71031746,0.859884837,0.811125485,0.572403916,RF
0.871459457,0.776649746,0.817708333,0.593023256,0.914563107,0.672527473,0.863428048,0.807244502,0.539408069,RF
0.896583124,0.811320755,0.802139037,0.607773852,0.918367347,0.694949495,0.856327307,0.80465718,0.555583054,RF
0.867270113,0.765550239,0.810283688,0.599250936,0.903162055,0.672268908,0.854205607,0.798188875,0.529581575,RF
0.880263283,0.790393013,0.818014706,0.646428571,0.902636917,0.711198428,0.858244937,0.809831824,0.571554614,RF
0.879071635,0.792792793,0.805807623,0.621908127,0.906122449,0.697029703,0.853025937,0.802069858,0.553218013,RF
0.896382337,0.795238095,0.836589698,0.644787645,0.916342412,0.712153518,0.874651811,0.825355757,0.588760113,RF
0.880227975,0.759259259,0.824057451,0.625954198,0.898238748,0.686192469,0.859550562,0.805950841,0.547618119,RF
0.912891307,0.808888889,0.832116788,0.664233577,0.913827655,0.729458918,0.871060172,0.825355757,0.602346557,RF
0.890713508,0.787234043,0.81598513,0.651408451,0.897750511,0.712909441,0.854917235,0.807244502,0.569764705,RF
0.868024275,0.791855204,0.769927536,0.579470199,0.902335456,0.669216061,0.830889541,0.776196636,0.506161487,RF
0.881121115,0.769230769,0.824778761,0.617760618,0.906614786,0.685224839,0.863762743,0.809831824,0.551303668,RF
0.874495473,0.795555556,0.790145985,0.608843537,0.903966597,0.689788054,0.843232717,0.791720569,0.537155013,RF
0.884690008,0.765486726,0.828153565,0.647940075,0.895256917,0.701825558,0.86039886,0.809831824,0.563637411,RF
0.877020213,0.790393013,0.795955882,0.619863014,0.9002079,0.694817658,0.844878049,0.794307891,0.543091559,RF
0.909477083,0.814285714,0.834813499,0.647727273,0.923379175,0.721518987,0.876865672,0.82923674,0.600676263,RF
0.904813243,0.804347826,0.82320442,0.658362989,0.908536585,0.72407045,0.863768116,0.81759379,0.589855612,RF
0.900339421,0.803738318,0.799642218,0.605633803,0.914110429,0.690763052,0.853053435,0.800776197,0.54805962,RF
0.890465033,0.757009346,0.862254025,0.677824268,0.902621723,0.715231788,0.881976212,0.833117723,0.597715803,RF
0.90084138,0.834061135,0.805147059,0.643097643,0.920168067,0.726235741,0.858823529,0.813712807,0.588604882,RF
0.838635961,0.722488038,0.758865248,0.526132404,0.880658436,0.608870968,0.815238095,0.749029754,0.430758953,RF
0.898413928,0.833333333,0.783486239,0.616883117,0.91827957,0.708955224,0.845544554,0.798188875,0.55970498,RF
0.884070152,0.803418803,0.797773655,0.632996633,0.903361345,0.708097928,0.84729064,0.799482536,0.558638803,RF
0.888186939,0.788359788,0.816780822,0.58203125,0.922630561,0.669662921,0.866485014,0.809831824,0.540359279,RF
0.877895532,0.782407407,0.806104129,0.610108303,0.905241935,0.685598377,0.852801519,0.799482536,0.541684996,RF
0.875994777,0.770334928,0.819148936,0.6121673,0.905882353,0.68220339,0.860335196,0.805950841,0.545154989,RF
0.882366386,0.780952381,0.801065719,0.594202899,0.907444668,0.674897119,0.850943396,0.795601552,0.529816214,RF
0.857411796,0.760204082,0.800693241,0.564393939,0.907662083,0.647826087,0.850828729,0.790426908,0.503252781,RF
0.879335255,0.76744186,0.826164875,0.629770992,0.902152642,0.691823899,0.862488307,0.809831824,0.556234647,RF
0.893592924,0.831818182,0.806509946,0.631034483,0.923395445,0.717647059,0.861003861,0.813712807,0.582522597,RF
0.862709205,0.762790698,0.806451613,0.602941176,0.898203593,0.673511294,0.849858357,0.794307891,0.526353515,RF
0.901965629,0.795348837,0.835125448,0.650190114,0.91372549,0.715481172,0.872659176,0.824062096,0.589990796,RF
0.906318242,0.789237668,0.827272727,0.649446494,0.906374502,0.712550607,0.865019011,0.816300129,0.579434168,RF
0.895592442,0.800829876,0.812030075,0.658703072,0.9,0.722846442,0.853754941,0.808538163,0.578709364,RF
0.894295771,0.810810811,0.809437387,0.631578947,0.913934426,0.710059172,0.858517806,0.809831824,0.571803249,RF
0.897859251,0.789954338,0.823104693,0.638376384,0.908366534,0.706122449,0.863636364,0.813712807,0.571995447,RF
0.898375938,0.76744186,0.847670251,0.66,0.904397706,0.709677419,0.875115634,0.825355757,0.585802457,RF
0.884533005,0.795833333,0.799249531,0.640939597,0.896842105,0.710037175,0.845238095,0.798188875,0.558016963,RF
0.867365154,0.744394619,0.810909091,0.614814815,0.88667992,0.673427992,0.847103514,0.791720569,0.522563097,RF
0.836347507,0.744680851,0.780669145,0.597269625,0.875,0.662878788,0.825147348,0.769728331,0.491210425,RF
0.882579954,0.757281553,0.837742504,0.629032258,0.904761905,0.68722467,0.86996337,0.816300129,0.55875803,RF
0.902102416,0.786046512,0.82078853,0.628252788,0.908730159,0.698347107,0.86252354,0.811125485,0.563347804,RF
0.890459646,0.775784753,0.803636364,0.615658363,0.898373984,0.686507937,0.848368522,0.795601552,0.537836876,RF
0.909504847,0.814479638,0.831521739,0.659340659,0.918,0.728744939,0.872623574,0.826649418,0.603431906,RF
0.875370325,0.746192893,0.850694444,0.630901288,0.907407407,0.68372093,0.878136201,0.824062096,0.563037225,RF
0.879494666,0.812206573,0.801785714,0.60915493,0.918200409,0.696177062,0.856053384,0.80465718,0.556518501,RF
0.909850798,0.813333333,0.819343066,0.64893617,0.914460285,0.721893491,0.864292589,0.81759379,0.588722732,RF
0.886230501,0.777777778,0.827648115,0.636363636,0.905697446,0.7,0.864915572,0.813712807,0.566865895,RF
0.895269399,0.814814815,0.818671454,0.635379061,0.919354839,0.713995943,0.866096866,0.81759379,0.58308119,RF
0.892991675,0.814345992,0.789179104,0.630718954,0.905781585,0.710865562,0.843469591,0.796895213,0.558197273,RF
0.878454752,0.796208531,0.797153025,0.595744681,0.912423625,0.681541582,0.850902184,0.796895213,0.536940306,RF
0.91726272,0.801886792,0.832442068,0.643939394,0.917485265,0.714285714,0.872897196,0.824062096,0.589362999,RF
0.898147642,0.816901408,0.792857143,0.6,0.919254658,0.691848907,0.851390221,0.799482536,0.548343442,RF
0.888118096,0.766519824,0.811355311,0.628158845,0.893145161,0.69047619,0.850287908,0.798188875,0.542939879,RF
0.892570041,0.801801802,0.840290381,0.669172932,0.91321499,0.729508197,0.875236295,0.82923674,0.606221056,RF
0.899686243,0.798283262,0.818518519,0.654929577,0.903885481,0.719535783,0.859086492,0.812419146,0.580672436,RF
0.896824342,0.811320755,0.802139037,0.607773852,0.918367347,0.694949495,0.856327307,0.80465718,0.555583054,RF
0.908474239,0.82010582,0.797945205,0.567765568,0.932,0.670995671,0.859778598,0.803363519,0.537293449,RF
0.887612371,0.786666667,0.826642336,0.650735294,0.904191617,0.712273642,0.863679695,0.815006468,0.577742464,RF
0.901804447,0.811926606,0.810810811,0.627659574,0.916496945,0.708,0.86042065,0.811125485,0.571774402,RF
0.894155136,0.796680498,0.823308271,0.671328671,0.899383984,0.728652751,0.85966634,0.815006468,0.58986565,RF
0.889674364,0.791489362,0.810408922,0.645833333,0.898969072,0.711281071,0.852394917,0.80465718,0.565954804,RF
0.895792605,0.818565401,0.798507463,0.642384106,0.908704883,0.719851577,0.850049652,0.80465718,0.573223302,RF
0.912581006,0.814070352,0.843205575,0.642857143,0.928982726,0.718403548,0.884018265,0.835705045,0.604670455,RF
0.909459025,0.801932367,0.816254417,0.614814815,0.918489066,0.696016771,0.864359214,0.812419146,0.563771449,RF
0.882793518,0.774891775,0.819188192,0.646209386,0.89516129,0.704724409,0.855491329,0.805950841,0.56197348,RF
0.897781186,0.785046729,0.817531306,0.622222222,0.908548708,0.694214876,0.860640301,0.808538163,0.557554569,RF
0.90131209,0.788732394,0.816071429,0.619926199,0.910358566,0.694214876,0.860640301,0.808538163,0.55774955,RF
0.883093255,0.768181818,0.837251356,0.652509653,0.90077821,0.705636743,0.867853796,0.81759379,0.574756054,RF
0.90431575,0.805309735,0.824497258,0.654676259,0.911111111,0.722222222,0.865642994,0.818887451,0.589976358,RF
0.898258433,0.819742489,0.801851852,0.640939597,0.911578947,0.719397363,0.85320197,0.807244502,0.57592371,RF
0.924049723,0.828431373,0.841827768,0.652509653,0.931906615,0.730021598,0.884579871,0.838292367,0.616912543,RF
0.871972291,0.772486772,0.797945205,0.553030303,0.915520629,0.644591611,0.852698994,0.791720569,0.50293757,RF
0.906354152,0.806122449,0.831889081,0.619607843,0.926640927,0.700665188,0.876712329,0.825355757,0.580335635,RF
0.85677792,0.771929825,0.772477064,0.586666667,0.890063425,0.666666667,0.827111984,0.772315653,0.498614305,RF
0.896807569,0.809917355,0.8173258,0.66894198,0.904166667,0.73271028,0.858555885,0.815006468,0.593222273,RF
0.886273441,0.738693467,0.832752613,0.604938272,0.901886792,0.665158371,0.865942029,0.808538163,0.532953395,RF
0.895715749,0.800865801,0.784132841,0.612582781,0.902335456,0.694183865,0.839091807,0.789133247,0.537592895,RF
0.878137796,0.803827751,0.783687943,0.579310345,0.915113872,0.673346693,0.844317096,0.789133247,0.523645877,RF
0.904655024,0.786363636,0.842676311,0.665384615,0.908382066,0.720833333,0.874296435,0.826649418,0.596391833,RF
0.877257175,0.786610879,0.799625468,0.637288136,0.893305439,0.70411985,0.843873518,0.795601552,0.550601239,RF
0.889975519,0.834821429,0.79417122,0.623333333,0.921775899,0.713740458,0.853228963,0.805950841,0.571590086,RF
0.891935848,0.792792793,0.80399274,0.61971831,0.90593047,0.695652174,0.851923077,0.800776197,0.550856091,RF
0.884355157,0.781512605,0.798130841,0.632653061,0.891440501,0.69924812,0.842209073,0.79301423,0.544107456,RF
0.898562659,0.806451613,0.803956835,0.616197183,0.914110429,0.698602794,0.855502392,0.80465718,0.557895893,RF
0.911199555,0.800995025,0.833916084,0.62890625,0.922630561,0.704595186,0.876033058,0.825355757,0.583161906,RF
0.906539176,0.807860262,0.825367647,0.660714286,0.910750507,0.726915521,0.865959499,0.820181113,0.594871369,RF
0.889956552,0.76744186,0.813620072,0.6133829,0.900793651,0.681818182,0.854990584,0.800776197,0.539421656,RF
0.860392107,0.769633508,0.81443299,0.576470588,0.915057915,0.659192825,0.861818182,0.803363519,0.524976956,RF
0.891672915,0.791855204,0.809782609,0.625,0.906693712,0.698602794,0.855502392,0.80465718,0.557050316,RF
0.893475827,0.788659794,0.820379965,0.595330739,0.920542636,0.678492239,0.867579909,0.812419146,0.54969125,RF
0.88605366,0.775330396,0.798534799,0.615384615,0.895277207,0.686159844,0.844143272,0.791720569,0.533368328,RF
0.875902203,0.763819095,0.808362369,0.580152672,0.908023483,0.659436009,0.855299539,0.796895213,0.518555838,RF
0.874919537,0.776255708,0.812274368,0.620437956,0.901803607,0.689655172,0.854700855,0.802069858,0.546995714,RF
0.875319079,0.795555556,0.77919708,0.596666667,0.902748414,0.681904762,0.836434868,0.783958603,0.523341641,RF
0.888245798,0.801762115,0.789377289,0.612794613,0.905462185,0.694656489,0.843444227,0.79301423,0.542288705,RF
0.876178943,0.77027027,0.798548094,0.606382979,0.896130346,0.678571429,0.84452975,0.790426908,0.526348039,RF
0.89718095,0.802575107,0.816666667,0.653846154,0.905544148,0.72061657,0.858812074,0.812419146,0.581633453,RF
0.874548775,0.775119617,0.789007092,0.576512456,0.904471545,0.66122449,0.84280303,0.785252264,0.508947159,RF
0.886710919,0.78125,0.825136612,0.645756458,0.902390438,0.707070707,0.862036156,0.812419146,0.570928732,RF
0.881628656,0.766169154,0.816433566,0.594594595,0.908560311,0.669565217,0.860036832,0.803363519,0.532748487,RF
0.874092694,0.786363636,0.788426763,0.596551724,0.902691511,0.678431373,0.841698842,0.787839586,0.524539624,RF
0.862102157,0.76419214,0.788602941,0.603448276,0.888198758,0.674373796,0.835443038,0.781371281,0.513215112,RF
0.867726219,0.774358974,0.778546713,0.541218638,0.910931174,0.637130802,0.839552239,0.777490298,0.48385043,RF
0.872387686,0.791878173,0.807291667,0.584269663,0.918972332,0.672413793,0.859519409,0.803363519,0.536457388,RF
0.872742528,0.76146789,0.810810811,0.612546125,0.896414343,0.678936605,0.851466414,0.796895213,0.532941299,RF
0.89047852,0.797814208,0.791525424,0.542750929,0.926587302,0.646017699,0.853747715,0.79301423,0.507137107,RF
0.884178144,0.781725888,0.815972222,0.592307692,0.916179337,0.673960613,0.863177227,0.807244502,0.540800013,RF
0.851069151,0.718309859,0.816071429,0.59765625,0.883945841,0.652452026,0.848653668,0.789133247,0.502925269,RF
0.892471208,0.791469194,0.818505338,0.620817844,0.912698413,0.695833333,0.8630394,0.811125485,0.561753947,RF
0.879270309,0.775862069,0.815157116,0.642857143,0.894523327,0.703125,0.852998066,0.803363519,0.558046461,RF
0.877350386,0.792951542,0.769230769,0.588235294,0.899357602,0.675422139,0.829220138,0.776196636,0.510302653,RF
