"","AUC","Sensitivity","specificity","PPV","NPV","F1_Score_pos","F1_Score_neg","Accuracy","KAPPA","Model"
"526",0.876026984567061,0.780701754385965,0.807339449541284,0.628975265017668,0.897959183673469,0.696673189823875,0.85024154589372,0.799482535575679,0.549491455321389,"RF25"
"527",0.894223271204596,0.795833333333333,0.821763602251407,0.667832167832168,0.899383983572895,0.726235741444867,0.858823529411765,0.813712807244502,0.586689341224872,"RF25"
"528",0.900804775994342,0.804347826086957,0.804788213627993,0.63573883161512,0.906639004149378,0.710172744721689,0.852682926829268,0.804657179818887,0.565880545833907,"RF25"
"529",0.893730718484489,0.802752293577982,0.812612612612613,0.627240143369176,0.912955465587045,0.704225352112676,0.859866539561487,0.809831824062096,0.567181006867603,"RF25"
"530",0.905862123127743,0.803030303030303,0.826086956521739,0.613899613899614,0.924124513618677,0.695842450765864,0.872359963269054,0.820181112548512,0.571406917513971,"RF25"
"531",0.897983892968677,0.802752293577982,0.801801801801802,0.614035087719298,0.911885245901639,0.695825049701789,0.853307766059444,0.802069857697283,0.552957941328777,"RF25"
"532",0.877252631403595,0.797927461139896,0.782758620689655,0.55,0.920892494929006,0.651162790697674,0.846225535880708,0.786545924967659,0.504773848859829,"RF25"
"533",0.894850362721401,0.792079207920792,0.816112084063047,0.60377358490566,0.917322834645669,0.685224839400428,0.863762743280816,0.809831824062096,0.552512296647515,"RF25"
"534",0.886004961175801,0.811659192825112,0.785454545454545,0.605351170568562,0.911392405063291,0.693486590038314,0.84375,0.793014230271669,0.542183659569428,"RF25"
"535",0.875480902244504,0.7625,0.801125703564728,0.633217993079585,0.882231404958678,0.69187145557656,0.839724680432645,0.789133247089263,0.533677279910584,"RF25"
"536",0.897222937925695,0.826086956521739,0.797421731123389,0.633333333333333,0.915433403805497,0.716981132075472,0.852362204724409,0.805950840879689,0.573226839412566,"RF25"
"537",0.896147087154718,0.776595744680851,0.835897435897436,0.603305785123967,0.92090395480226,0.679069767441861,0.876344086021505,0.821474773609314,0.558099072900355,"RF25"
"538",0.895435586227411,0.792792792792793,0.814882032667877,0.633093525179856,0.907070707070707,0.704,0.858508604206501,0.808538163001294,0.565116243708851,"RF25"
"539",0.882111511740161,0.787128712871287,0.824868651488616,0.613899613899614,0.916342412451362,0.689804772234273,0.868202764976958,0.815006468305304,0.560860013427778,"RF25"
"540",0.902389158662633,0.83710407239819,0.786231884057971,0.610561056105611,0.923404255319149,0.706106870229008,0.849315068493151,0.800776196636481,0.560934768336493,"RF25"
"541",0.932664142830307,0.859090909090909,0.858951175406872,0.707865168539326,0.938735177865613,0.776180698151951,0.897072710103872,0.858990944372574,0.67464696819335,"RF25"
"542",0.855050502512256,0.755364806866953,0.785185185185185,0.602739726027397,0.881496881496882,0.670476190476191,0.830558276199804,0.776196636481242,0.504253891522986,"RF25"
"543",0.861348334408278,0.734782608695652,0.806629834254144,0.616788321167883,0.877755511022044,0.670634920634921,0.840690978886756,0.785252263906856,0.513120750364254,"RF25"
"544",0.853082334729605,0.758454106280193,0.779151943462898,0.556737588652482,0.89816700610998,0.642126789366053,0.834437086092715,0.773609314359638,0.482198974924306,"RF25"
"545",0.890645073830557,0.80365296803653,0.817689530685921,0.635379061371841,0.913306451612903,0.709677419354839,0.862857142857143,0.813712807244502,0.575277966437985,"RF25"
"546",0.890669160830348,0.771689497716895,0.823104693140794,0.632958801498127,0.901185770750988,0.695473251028807,0.860377358490566,0.808538163001294,0.557828177419106,"RF25"
"547",0.870931852743248,0.745098039215686,0.826010544815466,0.605577689243028,0.900383141762452,0.668131868131868,0.861594867094409,0.804657179818887,0.531810177812897,"RF25"
"548",0.880758057970691,0.787735849056604,0.79144385026738,0.588028169014085,0.907975460122699,0.673387096774194,0.845714285714286,0.790426908150065,0.523841029384924,"RF25"
"549",0.873607814633126,0.809734513274336,0.780621572212066,0.603960396039604,0.908510638297872,0.69187145557656,0.839724680432645,0.789133247089263,0.536701953588934,"RF25"
"550",0.884308550385801,0.792372881355932,0.810055865921788,0.647058823529412,0.898760330578512,0.712380952380952,0.852105778648384,0.804657179818887,0.566757108868408,"RF25"
"551",0.878650528211606,0.787037037037037,0.798922800718133,0.602836879432624,0.906313645621181,0.682730923694779,0.849236641221374,0.795601552393273,0.535841599209516,"RF25"
"552",0.885044217489564,0.805429864253394,0.793478260869565,0.60958904109589,0.910602910602911,0.693957115009747,0.848015488867377,0.796895213454075,0.546288576929547,"RF25"
"553",0.892069158339055,0.767772511848341,0.822064056939502,0.618320610687023,0.904109589041096,0.684989429175476,0.861136999068034,0.807244501940492,0.548440593574187,"RF25"
"554",0.899327827395929,0.814432989690722,0.801381692573402,0.578754578754579,0.928,0.676659528907923,0.860055607043559,0.804657179818887,0.54238298172637,"RF25"
"555",0.894829153392558,0.80672268907563,0.833644859813084,0.683274021352313,0.90650406504065,0.739884393063584,0.868549172346641,0.825355756791721,0.609787197445322,"RF25"
"556",0.865610668108474,0.722222222222222,0.818181818181818,0.632958801498127,0.871541501976285,0.674650698602794,0.844019138755981,0.789133247089263,0.519668950163352,"RF25"
"557",0.887507149613539,0.76890756302521,0.811214953271028,0.644366197183099,0.887525562372188,0.701149425287356,0.84765625,0.798188874514877,0.550584745194207,"RF25"
"558",0.905874374717668,0.833333333333333,0.811009174311927,0.648464163822526,0.920833333333333,0.72936660268714,0.862439024390244,0.817593790426908,0.595009753831863,"RF25"
"559",0.895381901264858,0.789954337899543,0.815884476534296,0.629090909090909,0.907630522088353,0.700404858299595,0.859315589353612,0.808538163001294,0.562361330007804,"RF25"
