"AUC","Sensitivity","Specificity","PPV","NPV","F1_Score_Pos","F1_Score_Neg","Accuracy","KAPPA","Model"
0.845339640934076,0.726415094339623,0.800356506238859,0.578947368421053,0.88560157790927,0.644351464435147,0.840823970037453,0.780077619663648,0.48809941178762,"SMOTE"
0.87246454688019,0.751243781094527,0.816433566433566,0.58984375,0.903288201160542,0.660831509846827,0.857667584940312,0.799482535575679,0.521408114272476,"SMOTE"
0.871629413548548,0.745098039215686,0.818980667838313,0.596078431372549,0.8996138996139,0.662309368191721,0.857405703771849,0.799482535575679,0.522205872383527,"SMOTE"
0.878912755749062,0.758139534883721,0.827956989247312,0.629343629343629,0.898832684824903,0.687763713080169,0.861940298507463,0.808538163001294,0.55141315599611,"SMOTE"
0.840979861109444,0.726027397260274,0.788808664259928,0.576086956521739,0.879275653923541,0.642424242424243,0.831588962892483,0.771021992238034,0.477277676534974,"SMOTE"
0.881607053176049,0.771929824561403,0.814678899082569,0.635379061371841,0.895161290322581,0.697029702970297,0.853025936599424,0.802069857697283,0.552101282697034,"SMOTE"
0.882439326754093,0.79253112033195,0.800751879699248,0.643097643097643,0.894957983193277,0.71003717472119,0.845238095238095,0.798188874514877,0.557832208858903,"SMOTE"
0.849773739501983,0.704545454545455,0.820976491862568,0.610236220472441,0.8747591522158,0.654008438818565,0.847014925373134,0.78783958602846,0.502155967986428,"SMOTE"
0.844245119205038,0.731818181818182,0.783001808318264,0.572953736654804,0.880081300813008,0.642714570858283,0.828708133971292,0.76843467011643,0.475152958848096,"SMOTE"
0.904339221452584,0.788732394366197,0.832142857142857,0.641221374045801,0.911937377690802,0.707368421052632,0.870214752567694,0.820181112548512,0.579567464773852,"SMOTE"
0.870972616528966,0.773148148148148,0.816876122082585,0.620817843866171,0.902777777777778,0.688659793814433,0.857681432610745,0.804657179818887,0.548804199507532,"SMOTE"
0.859143258263276,0.743243243243243,0.79491833030853,0.593525179856115,0.884848484848485,0.66,0.837476099426386,0.780077619663648,0.500471361016923,"SMOTE"
0.88678382042289,0.793103448275862,0.802218114602588,0.632302405498282,0.900414937759336,0.703632887189293,0.848484848484849,0.799482535575679,0.555012905981319,"SMOTE"
0.841363448356966,0.728070175438597,0.812844036697248,0.619402985074627,0.877227722772277,0.669354838709677,0.843809523809524,0.78783958602846,0.514655436447167,"SMOTE"
0.905331061979713,0.809302325581395,0.842293906810036,0.66412213740458,0.919765166340509,0.729559748427673,0.87932647333957,0.833117723156533,0.610573261839952,"SMOTE"
0.888261852006989,0.77027027027027,0.825771324863884,0.640449438202247,0.899209486166008,0.699386503067485,0.860927152317881,0.809831824062096,0.562029531815501,"SMOTE"
0.876788289371672,0.800925925925926,0.822262118491921,0.636029411764706,0.914171656686627,0.709016393442623,0.86578449905482,0.816300129366106,0.577367934698907,"SMOTE"
0.863072808478939,0.743718592964824,0.804878048780488,0.569230769230769,0.900584795321637,0.644880174291939,0.850045998160074,0.789133247089263,0.498665085724972,"SMOTE"
0.853791410146996,0.759259259259259,0.804308797127469,0.600732600732601,0.896,0.670756646216769,0.847682119205298,0.791720569210867,0.521446891306271,"SMOTE"
0.877413239827192,0.761682242990654,0.826475849731664,0.626923076923077,0.900584795321637,0.687763713080169,0.861940298507463,0.808538163001294,0.551571405053269,"SMOTE"
0.821287830233835,0.702222222222222,0.797445255474453,0.587360594795539,0.867063492063492,0.639676113360324,0.830798479087452,0.769728331177232,0.472439918408662,"SMOTE"
0.838572083116928,0.702325581395349,0.799283154121864,0.574144486692015,0.874509803921569,0.631799163179916,0.835205992509363,0.772315653298836,0.469399853356422,"SMOTE"
0.877684382070078,0.769585253456221,0.809352517985611,0.611721611721612,0.9,0.681632653061224,0.852272727272727,0.798188874514877,0.536713179247603,"SMOTE"
0.890746429237342,0.799107142857143,0.808743169398907,0.630281690140845,0.907975460122699,0.704724409448819,0.855491329479769,0.805950840879689,0.563197866280909,"SMOTE"
0.852478555273622,0.753554502369668,0.813167259786477,0.602272727272727,0.897838899803536,0.669473684210526,0.853408029878618,0.796895213454075,0.525501726180469,"SMOTE"
0.865671685458558,0.761904761904762,0.813499111900533,0.60377358490566,0.901574803149606,0.673684210526316,0.855275443510738,0.799482535575679,0.531744015632633,"SMOTE"
0.89196237257342,0.76555023923445,0.812056737588652,0.601503759398496,0.903353057199211,0.673684210526316,0.855275443510738,0.799482535575679,0.53194888802947,"SMOTE"
0.900569156614565,0.776744186046512,0.847670250896057,0.662698412698413,0.907869481765835,0.715203426124197,0.876737720111214,0.827943078913325,0.593046775732195,"SMOTE"
0.863607315431342,0.79047619047619,0.793960923623446,0.588652482269504,0.910386965376782,0.67479674796748,0.84819734345351,0.793014230271669,0.527715407292001,"SMOTE"
0.866925534561462,0.746606334841629,0.807971014492754,0.608856088560886,0.888446215139442,0.670731707317073,0.846299810246679,0.790426908150065,0.519348722239708,"SMOTE"
0.869974480793543,0.797101449275362,0.807420494699647,0.602189781021898,0.915831663326653,0.686070686070686,0.858215962441314,0.804657179818887,0.548245393359316,"SMOTE"
0.858836295860582,0.732394366197183,0.8,0.582089552238806,0.887128712871287,0.648648648648649,0.84131455399061,0.78137128072445,0.492957363814551,"SMOTE"
0.869653030910335,0.738938053097345,0.848263254113345,0.668,0.887189292543021,0.701680672268908,0.867289719626168,0.816300129366106,0.569457301096694,"SMOTE"
0.90171213204205,0.786363636363636,0.828209764918626,0.645522388059701,0.906930693069307,0.709016393442623,0.86578449905482,0.816300129366106,0.576689908370098,"SMOTE"
0.896808118325751,0.775609756097561,0.827464788732394,0.618677042801556,0.910852713178295,0.688311688311688,0.867158671586716,0.813712807244502,0.557857608160282,"SMOTE"
0.875964677342382,0.757575757575758,0.822608695652174,0.595238095238095,0.907869481765835,0.666666666666667,0.863138686131387,0.805950840879689,0.532568995960622,"SMOTE"
0.874102483161107,0.781115879828326,0.822222222222222,0.654676258992806,0.896969696969697,0.712328767123288,0.857971014492754,0.809831824062096,0.571938746680228,"SMOTE"
0.869218645987654,0.759433962264151,0.83065953654189,0.62890625,0.901353965183752,0.688034188034188,0.86456400742115,0.811125485122898,0.55430850643709,"SMOTE"
0.884155682317008,0.78125,0.853700516351119,0.638297872340426,0.921933085501859,0.702576112412178,0.886505808757819,0.835705045278137,0.59066592725711,"SMOTE"
0.874641828557571,0.722222222222222,0.826086956521739,0.588477366255144,0.89622641509434,0.648526077097506,0.85972850678733,0.799482535575679,0.510289579629289,"SMOTE"
0.840707780802001,0.746478873239437,0.780357142857143,0.563829787234043,0.890020366598778,0.642424242424242,0.831588962892483,0.771021992238034,0.478783099621718,"SMOTE"
0.892250447619231,0.782222222222222,0.832116788321168,0.656716417910448,0.902970297029703,0.713995943204868,0.866096866096866,0.817593790426908,0.581583099478289,"SMOTE"
0.880950526760426,0.787878787878788,0.815652173913043,0.595419847328244,0.917808219178082,0.678260869565217,0.863720073664825,0.808538163001294,0.545705799196277,"SMOTE"
0.854878624301373,0.730232558139535,0.806451612903226,0.592452830188679,0.885826771653543,0.654166666666667,0.844277673545966,0.785252263906856,0.500882959274962,"SMOTE"
0.835454645204535,0.708695652173913,0.795580110497238,0.594890510948905,0.865731462925852,0.646825396825397,0.829174664107486,0.769728331177232,0.47792466002914,"SMOTE"
